timestamp,estimated_x,estimated_y,estimated_z,groundtruth_x,groundtruth_y,groundtruth_z,error_x,error_y,error_z,position_error,orientation_error_deg
1403636625.813555,4.459230,4.806371,36.135084,-0.048239,0.171885,-0.087552,4.507469,4.634486,36.222636,36.795042,135.9191
1403636625.863556,4.454144,4.791048,36.145224,-0.056932,0.170942,-0.068293,4.511076,4.620106,36.213517,36.784698,136.8865
1403636625.913556,4.445328,4.769662,36.156705,-0.065518,0.169580,-0.046194,4.510846,4.600082,36.202899,36.771707,137.0969
1403636625.963556,4.436451,4.752956,36.159096,-0.074089,0.168157,-0.022086,4.510540,4.584799,36.181182,36.748378,136.0969
1403636626.013556,4.424696,4.731649,36.165006,-0.082465,0.166647,0.002256,4.507161,4.565002,36.162750,36.727350,136.1157
1403636626.063556,4.410416,4.706054,36.174282,-0.089561,0.164755,0.025845,4.499977,4.541299,36.148437,36.709436,136.2026
1403636626.113555,4.393636,4.676508,36.186229,-0.096615,0.162960,0.048635,4.490251,4.513548,36.137594,36.694143,136.2314
1403636626.163556,4.374742,4.643824,36.200924,-0.103330,0.161546,0.070519,4.478072,4.482278,36.130405,36.681741,136.4222
1403636626.213556,4.354010,4.608746,36.218728,-0.109676,0.160757,0.090351,4.463686,4.447989,36.128377,36.673815,136.4357
1403636626.263556,4.331579,4.571274,36.239315,-0.115285,0.160791,0.107269,4.446864,4.410483,36.132046,36.670857,136.3595
1403636626.313555,4.317916,4.546584,36.245338,-0.120663,0.161585,0.120633,4.438579,4.384999,36.124705,36.659562,136.1882
1403636626.363556,4.306967,4.526869,36.244488,-0.125270,0.163158,0.130251,4.432237,4.363711,36.114237,36.645939,136.0414
1403636626.413556,4.293232,4.503138,36.248058,-0.129338,0.165564,0.136527,4.422570,4.337574,36.111531,36.639000,136.0354
1403636626.463556,4.276912,4.475905,36.255488,-0.133138,0.168845,0.140617,4.410050,4.307060,36.114871,36.637184,84.1848
1403636626.513556,4.253440,4.454762,36.274148,-0.136309,0.172796,0.143959,4.389749,4.281966,36.130189,36.646906,84.2165
1403636626.563556,4.223471,4.439021,36.303029,-0.138636,0.177256,0.146383,4.362107,4.261765,36.156646,36.667338,101.3819
1403636626.613555,4.199969,4.433456,36.341616,-0.140021,0.181986,0.147810,4.339990,4.251470,36.193806,36.700165,101.4669
1403636626.663556,4.182104,4.436821,36.388853,-0.140276,0.186805,0.148161,4.322380,4.250016,36.240692,36.744160,129.3898
1403636626.713556,4.164687,4.441306,36.450331,-0.139324,0.191468,0.146886,4.304011,4.249838,36.303445,36.803882,129.5530
1403636626.763556,4.154516,4.442323,36.487543,-0.137258,0.195896,0.144281,4.291774,4.246427,36.343262,36.841337,129.6326
1403636626.813555,4.147523,4.457570,36.525972,-0.134381,0.200155,0.140790,4.281904,4.257415,36.385182,36.882811,129.6367
1403636626.863556,4.149027,4.475008,36.576998,-0.130423,0.204305,0.135926,4.279450,4.270703,36.441072,36.939198,51.0141
1403636626.913556,4.147384,4.486733,36.609837,-0.125945,0.208245,0.130461,4.273329,4.278488,36.479376,36.977178,50.9352
1403636626.963556,4.142266,4.498934,36.655727,-0.120926,0.212083,0.124166,4.263192,4.286851,36.531561,37.028460,51.0330
1403636627.013556,4.142531,4.511163,36.715615,-0.115542,0.215759,0.117220,4.258073,4.295404,36.598395,37.094800,51.1744
1403636627.063556,4.133308,4.528597,36.781400,-0.110174,0.219370,0.110805,4.243482,4.309227,36.670595,37.165967,72.5461
1403636627.113555,4.124405,4.566875,36.841642,-0.104767,0.222823,0.105871,4.229172,4.344052,36.735771,37.232695,72.6928
1403636627.163556,4.110965,4.583558,36.885195,-0.100129,0.226274,0.104988,4.211094,4.357284,36.780207,37.276036,72.7811
1403636627.213556,4.104607,4.611857,36.914177,-0.095207,0.229481,0.106902,4.199814,4.382376,36.807275,37.304412,82.7780
1403636627.263556,4.096242,4.648497,36.933861,-0.091315,0.232811,0.111822,4.187557,4.415686,36.822039,37.321528,142.4802
1403636627.313555,4.085881,4.690208,36.945765,-0.086922,0.235859,0.119016,4.172803,4.454349,36.826749,37.329117,142.7093
1403636627.363556,4.072384,4.737744,36.964949,-0.083008,0.239087,0.128386,4.155392,4.498657,36.836563,37.342169,147.0274
1403636627.413556,4.064638,4.790663,36.996480,-0.078608,0.242145,0.139881,4.143246,4.548518,36.856599,37.366622,146.9985
1403636627.463556,4.057878,4.846267,37.041190,-0.073671,0.245440,0.153565,4.131549,4.600827,36.887625,37.402328,146.9153
1403636627.513556,4.051954,4.903217,37.096610,-0.069050,0.249173,0.166760,4.121004,4.654044,36.929850,37.449387,146.9511
1403636627.563556,4.037568,4.965557,37.142778,-0.064162,0.253478,0.176725,4.101730,4.712079,36.966053,37.490224,147.0322
1403636627.613555,4.025034,5.028128,37.199362,-0.058597,0.258112,0.182418,4.083631,4.770016,37.016944,37.545749,147.0994
1403636627.663556,4.013857,5.090792,37.264911,-0.052669,0.262650,0.183662,4.066526,4.828142,37.081249,37.614713,147.2090
1403636627.713556,4.026735,5.144506,37.308735,-0.046256,0.267363,0.180951,4.072991,4.877143,37.127784,37.667600,117.2632
1403636627.763556,4.048987,5.200546,37.349750,-0.040110,0.272583,0.175981,4.089097,4.927963,37.173769,37.721276,117.4345
1403636627.813555,4.077489,5.259168,37.378209,-0.034747,0.278099,0.170171,4.112236,4.981069,37.208038,37.764528,117.8491
1403636627.863556,4.110863,5.319104,37.404691,-0.029987,0.284149,0.163831,4.140850,5.034955,37.240860,37.807130,118.6559
1403636627.913556,4.156274,5.372883,37.425576,-0.026218,0.290245,0.158379,4.182492,5.082638,37.267197,37.844028,118.7536
1403636627.963556,4.206285,5.426216,37.452311,-0.023687,0.296309,0.154927,4.229972,5.129907,37.297384,37.885399,118.9114
1403636628.013556,4.261170,5.479617,37.484523,-0.023170,0.302752,0.153739,4.284340,5.176865,37.330784,37.930765,178.2704
1403636628.063556,4.287212,5.499294,37.523341,-0.025402,0.309663,0.155918,4.312614,5.189631,37.367423,37.971769,178.2330
1403636628.113555,4.315894,5.508909,37.572813,-0.028286,0.316326,0.161813,4.344180,5.192583,37.411000,38.018650,178.6099
1403636628.163556,4.347127,5.509437,37.631948,-0.032506,0.323055,0.170001,4.379633,5.186382,37.461947,38.072000,178.4815
1403636628.213556,4.371356,5.498126,37.664567,-0.037285,0.329845,0.179646,4.408641,5.168281,37.484921,38.095492,178.4228
1403636628.263556,4.397879,5.480418,37.708186,-0.042211,0.336535,0.190468,4.440090,5.143883,37.517718,38.128115,178.3690
1403636628.313555,4.422724,5.446844,37.745271,-0.046634,0.343268,0.202268,4.469358,5.103576,37.543003,38.150999,178.4842
1403636628.363556,4.451663,5.417519,37.766472,-0.050711,0.350500,0.214557,4.502374,5.067019,37.551915,38.158778,148.2723
1403636628.413556,4.472676,5.385666,37.773828,-0.054309,0.358160,0.226399,4.526985,5.027506,37.547429,38.152049,148.7465
1403636628.463556,4.494828,5.367404,37.784582,-0.057357,0.366259,0.237004,4.552185,5.001145,37.547578,38.151729,158.7095
1403636628.513556,4.504544,5.342983,37.809619,-0.059881,0.374970,0.246057,4.564425,4.968013,37.563562,38.164595,94.5917
1403636628.563556,4.508303,5.308859,37.839352,-0.061745,0.384154,0.253422,4.570048,4.924705,37.585930,38.181673,94.8760
1403636628.613555,4.513566,5.292920,37.869025,-0.063158,0.393963,0.259207,4.576724,4.898957,37.609818,38.202678,94.8673
1403636628.663556,4.526987,5.272950,37.900351,-0.064052,0.404674,0.263490,4.591039,4.868276,37.636861,38.227098,119.7317
1403636628.713556,4.547259,5.252346,37.935859,-0.064527,0.416643,0.266201,4.611786,4.835703,37.669658,38.257754,170.8137
1403636628.763556,4.555281,5.237316,37.974396,-0.064364,0.429632,0.266820,4.619645,4.807684,37.707576,38.292509,170.3920
1403636628.813555,4.557343,5.224725,38.014969,-0.063871,0.443299,0.265886,4.621214,4.781426,37.749083,38.330287,170.6600
1403636628.863556,4.560449,5.224916,38.040405,-0.064104,0.457746,0.263751,4.624553,4.767170,37.776654,38.356069,170.6893
1403636628.913556,4.563609,5.232999,38.059339,-0.065265,0.472676,0.263086,4.628874,4.760323,37.796253,38.375043,170.7379
1403636628.963556,4.573850,5.247451,38.088702,-0.065355,0.487223,0.264465,4.639205,4.760228,37.824237,38.403840,170.7246
1403636629.013556,4.588028,5.266025,38.106604,-0.065117,0.501565,0.268257,4.653145,4.764460,37.838347,38.419947,171.1545
1403636629.063556,4.603192,5.273866,38.124488,-0.064445,0.515796,0.274517,4.667637,4.758070,37.849971,38.432361,151.4284
1403636629.113555,4.614257,5.273512,38.144934,-0.064199,0.530424,0.282135,4.678456,4.743088,37.862799,38.444459,151.2811
1403636629.163556,4.613790,5.276791,38.166193,-0.064820,0.545697,0.289080,4.678610,4.731094,37.877113,38.457097,150.9905
1403636629.213556,4.618161,5.276422,38.188896,-0.066503,0.561554,0.294908,4.684664,4.714868,37.893988,38.472463,150.8984
1403636629.263556,4.619624,5.277185,38.228440,-0.068870,0.577543,0.299616,4.688494,4.699642,37.928824,38.505380,150.8769
1403636629.313555,4.619806,5.265126,38.269889,-0.072576,0.593862,0.302748,4.692382,4.671264,37.967141,38.540147,150.6759
1403636629.363556,4.617411,5.255576,38.326103,-0.076709,0.610241,0.304630,4.694120,4.645335,38.021473,38.590754,166.3142
1403636629.413556,4.612658,5.238369,38.387027,-0.081217,0.626796,0.305201,4.693875,4.611573,38.081826,38.646146,124.3730
1403636629.463556,4.609040,5.216946,38.442789,-0.085603,0.643986,0.304324,4.694643,4.572960,38.138465,38.697470,124.5841
1403636629.513556,4.591741,5.198120,38.496144,-0.089677,0.661706,0.301615,4.681418,4.536414,38.194529,38.746829,124.7388
1403636629.563556,4.568240,5.182684,38.549844,-0.093421,0.680236,0.296902,4.661661,4.502448,38.252942,38.798076,124.6532
1403636629.613555,4.538822,5.170067,38.603889,-0.096752,0.699819,0.290207,4.635574,4.470248,38.313682,38.851125,76.0866
1403636629.663556,4.510202,5.166567,38.666339,-0.099700,0.720231,0.281871,4.609902,4.446336,38.384468,38.915145,93.5093
1403636629.713556,4.487374,5.160851,38.741105,-0.102995,0.741595,0.272160,4.590369,4.419256,38.468945,38.993089,93.6198
1403636629.763556,4.469984,5.153501,38.826932,-0.106191,0.763839,0.261361,4.576175,4.389662,38.565571,39.083421,166.4429
1403636629.813555,4.450727,5.138221,38.915589,-0.109950,0.787166,0.249619,4.560677,4.351055,38.665970,39.176380,127.4549
1403636629.863556,4.425034,5.126894,39.001291,-0.115057,0.811577,0.237078,4.540091,4.315317,38.764213,39.267017,110.4096
1403636629.913556,4.404745,5.126443,39.087056,-0.121160,0.836685,0.224874,4.525905,4.289758,38.862182,39.359307,110.3379
1403636629.963556,4.378045,5.147920,39.144087,-0.127619,0.861993,0.214371,4.505664,4.285927,38.929716,39.423254,110.2103
1403636630.013556,4.370163,5.161968,39.175971,-0.134322,0.887155,0.206007,4.504485,4.274813,38.969964,39.461659,46.0022
1403636630.063556,4.365086,5.171988,39.199590,-0.141768,0.912642,0.199729,4.506854,4.259346,38.999861,39.489783,72.4474
1403636630.113555,4.369002,5.177603,39.236665,-0.150926,0.939260,0.195740,4.519928,4.238343,39.040925,39.529573,72.3445
1403636630.163556,4.378637,5.187745,39.264863,-0.160861,0.966415,0.194274,4.539498,4.221330,39.070589,39.559292,141.0763
1403636630.213556,4.393949,5.199573,39.292483,-0.171149,0.993964,0.194465,4.565098,4.205609,39.098018,39.587653,141.1559
1403636630.263556,4.414327,5.212763,39.319114,-0.181796,1.021860,0.196645,4.596123,4.190903,39.122469,39.613831,141.2526
1403636630.313555,4.438831,5.226835,39.345318,-0.192252,1.049656,0.199768,4.631083,4.177179,39.145550,39.639246,141.3392
1403636630.363556,4.467044,5.241741,39.370688,-0.202392,1.077242,0.203946,4.669436,4.164499,39.166742,39.663338,141.4621
1403636630.413556,4.498763,5.257461,39.395226,-0.212460,1.104826,0.209454,4.711223,4.152635,39.185772,39.685825,141.1780
1403636630.463556,4.533435,5.273593,39.419118,-0.222271,1.132244,0.216203,4.755706,4.141349,39.202915,39.706877,141.3134
1403636630.513556,4.558239,5.296753,39.440332,-0.232559,1.159513,0.225137,4.790798,4.137240,39.215195,39.722789,141.4742
1403636630.563556,4.586449,5.319657,39.461601,-0.243137,1.186667,0.235283,4.829586,4.132990,39.226318,39.738024,141.5820
1403636630.613555,4.617745,5.342244,39.483162,-0.254032,1.213630,0.245555,4.871777,4.128614,39.237607,39.753862,141.7083
1403636630.663556,4.651789,5.364594,39.505119,-0.265346,1.240242,0.254441,4.917135,4.124352,39.250678,39.771902,141.8322
1403636630.713556,4.688182,5.386635,39.527620,-0.277128,1.266543,0.261988,4.965310,4.120092,39.265632,39.792201,141.9908
1403636630.763556,4.726569,5.408419,39.550763,-0.289486,1.292475,0.268180,5.016055,4.115944,39.282583,39.814861,142.1343
1403636630.813555,4.766607,5.430059,39.574335,-0.302403,1.318035,0.272718,5.069010,4.112024,39.301617,39.839938,142.2215
1403636630.863556,4.786762,5.445642,39.585285,-0.315649,1.343295,0.275845,5.102411,4.102347,39.309440,39.850921,142.3297
1403636630.913556,4.803728,5.463191,39.600241,-0.328887,1.368300,0.277466,5.132615,4.094891,39.322775,39.867185,153.5787
1403636630.963556,4.811989,5.484631,39.619925,-0.342308,1.393283,0.277709,5.154297,4.091348,39.342216,39.888794,153.5301
1403636631.013556,4.812647,5.509555,39.643912,-0.355868,1.418576,0.276945,5.168515,4.090979,39.366967,39.915007,153.4883
1403636631.063556,4.806115,5.537626,39.671645,-0.369539,1.443892,0.275398,5.175654,4.093734,39.396247,39.945091,153.4644
1403636631.113555,4.797869,5.565058,39.705506,-0.383315,1.469206,0.273290,5.181184,4.095852,39.432216,39.981500,153.4217
1403636631.163556,4.793992,5.593924,39.741476,-0.397221,1.494366,0.270604,5.191213,4.099558,39.470872,40.021304,87.4584
1403636631.213556,4.789899,5.601690,39.766817,-0.411211,1.519312,0.267712,5.201110,4.082378,39.499105,40.048679,121.7493
1403636631.263556,4.781456,5.598571,39.784887,-0.424911,1.544316,0.264615,5.206367,4.054255,39.520272,40.067382,121.6836
1403636631.313555,4.780168,5.588247,39.796795,-0.438586,1.569110,0.260947,5.218754,4.019137,39.535848,40.080820,121.7135
1403636631.363556,4.784499,5.572475,39.806334,-0.452049,1.593940,0.256281,5.236548,3.978535,39.550053,40.093103,69.5213
1403636631.413556,4.793102,5.551644,39.822916,-0.465758,1.618555,0.250008,5.258860,3.933089,39.572908,40.114085,69.8233
1403636631.463556,4.799822,5.525021,39.852851,-0.479137,1.642876,0.242333,5.278959,3.882145,39.610518,40.148867,69.8139
1403636631.513556,4.803664,5.500733,39.871013,-0.492364,1.666914,0.233575,5.296028,3.833819,39.637438,40.173032,69.9028
1403636631.563556,4.805664,5.470651,39.902767,-0.505657,1.690549,0.224306,5.311321,3.780102,39.678461,40.210441,69.8790
1403636631.613555,4.806424,5.434939,39.946392,-0.518778,1.713618,0.215375,5.325202,3.721321,39.731017,40.258660,121.0841
1403636631.663556,4.812578,5.419251,39.971991,-0.532212,1.736565,0.206974,5.344790,3.682686,39.765017,40.291259,173.9490
1403636631.713556,4.815866,5.416668,39.985143,-0.545599,1.759314,0.199395,5.361465,3.657354,39.785748,40.311627,173.9041
1403636631.763556,4.818999,5.420317,39.992706,-0.557639,1.780727,0.193603,5.376638,3.639590,39.799103,40.325221,107.6305
1403636631.813555,4.809638,5.424046,40.006481,-0.570828,1.802289,0.190236,5.380466,3.621757,39.816245,40.341045,107.6219
1403636631.863556,4.801741,5.428926,40.019781,-0.585151,1.824413,0.188526,5.386892,3.604513,39.831255,40.355173,93.3423
1403636631.913556,4.791306,5.425390,40.047385,-0.599292,1.846069,0.188151,5.390598,3.579321,39.859234,40.381043,74.2733
1403636631.963556,4.789265,5.425005,40.088650,-0.613604,1.867497,0.188153,5.402869,3.557508,39.900497,40.421486,74.4844
1403636632.013556,4.793450,5.424764,40.115637,-0.628025,1.888274,0.188706,5.421475,3.536490,39.926931,40.448226,74.6810
1403636632.063556,4.804620,5.426542,40.156982,-0.642930,1.908845,0.190001,5.447550,3.517697,39.966981,40.489623,74.8105
1403636632.113555,4.822141,5.430792,40.210575,-0.657243,1.928397,0.191089,5.479384,3.502395,40.019486,40.544416,74.9155
1403636632.163556,4.844568,5.436382,40.275630,-0.671431,1.947199,0.192605,5.515999,3.489183,40.083025,40.610953,150.4378
1403636632.213556,4.864995,5.442472,40.305975,-0.686256,1.965428,0.193459,5.551251,3.477044,40.112516,40.643821,171.9959
1403636632.263556,4.874731,5.459460,40.326916,-0.701472,1.982857,0.193247,5.576203,3.476603,40.133669,40.668074,172.0243
1403636632.313555,4.883083,5.480981,40.349249,-0.716772,1.999588,0.191219,5.599855,3.481393,40.158030,40.695772,172.0652
1403636632.363556,4.889973,5.506433,40.372684,-0.732012,2.015373,0.187643,5.621985,3.491060,40.185041,40.726303,143.0356
1403636632.413556,4.891062,5.536726,40.406248,-0.747133,2.030430,0.182014,5.638195,3.506296,40.224234,40.768522,170.8306
1403636632.463556,4.892136,5.553269,40.421525,-0.762387,2.044610,0.174409,5.654523,3.508659,40.247116,40.793562,170.7585
1403636632.513556,4.887987,5.567492,40.437492,-0.778103,2.058094,0.165567,5.666090,3.509398,40.271925,40.819706,171.0186
1403636632.563556,4.879174,5.579612,40.454018,-0.794220,2.071274,0.155366,5.673394,3.508338,40.298652,40.846998,171.3899
1403636632.613555,4.865949,5.589538,40.471047,-0.810838,2.084519,0.144580,5.676787,3.505019,40.326467,40.874626,172.1437
1403636632.663556,4.856554,5.594329,40.487660,-0.827980,2.098136,0.133462,5.684534,3.496193,40.354198,40.902305,168.8898
1403636632.713556,4.854056,5.591401,40.500889,-0.846234,2.112494,0.122941,5.700290,3.478907,40.377948,40.926456,169.2193
1403636632.763556,4.851281,5.577369,40.519827,-0.864836,2.127537,0.113990,5.716117,3.449832,40.405837,40.953717,169.5919
1403636632.813555,4.853068,5.555147,40.548808,-0.883694,2.143200,0.107475,5.736762,3.411947,40.441333,40.988453,169.9620
1403636632.863556,4.859412,5.525237,40.586902,-0.903571,2.160000,0.103290,5.762983,3.365237,40.483612,41.029984,128.1963
1403636632.913556,4.874105,5.500118,40.624508,-0.923663,2.177467,0.101418,5.797768,3.322651,40.523090,41.070366,128.1213
1403636632.963556,4.895414,5.478638,40.662565,-0.944091,2.195525,0.100616,5.839505,3.283113,40.561949,41.111438,128.0668
1403636633.013556,4.917442,5.475538,40.684417,-0.964977,2.213948,0.101312,5.882419,3.261590,40.583105,41.136714,148.4194
1403636633.063556,4.930069,5.479259,40.713162,-0.985742,2.232231,0.102679,5.915811,3.247028,40.610483,41.167357,148.3147
1403636633.113555,4.945597,5.481702,40.736019,-1.006643,2.250389,0.104227,5.952240,3.231313,40.631792,41.192391,144.5418
1403636633.163556,4.952960,5.486873,40.772436,-1.027696,2.268339,0.104352,5.980656,3.218534,40.668084,41.231302,143.9329
1403636633.213556,4.953375,5.494462,40.821095,-1.049085,2.285856,0.102865,6.002460,3.208606,40.718230,41.283155,143.6231
1403636633.263556,4.949778,5.505091,40.851119,-1.070510,2.303022,0.099556,6.020288,3.202069,40.751563,41.318120,143.4821
1403636633.313555,4.944548,5.510373,40.872815,-1.092208,2.319855,0.095038,6.036756,3.190518,40.777777,41.345482,179.5641
1403636633.363556,4.933621,5.514551,40.895586,-1.113988,2.336517,0.089082,6.047609,3.178034,40.806504,41.374439,179.1368
1403636633.413556,4.923138,5.510198,40.914735,-1.136290,2.353149,0.082066,6.059428,3.157049,40.832669,41.400368,137.6795
1403636633.463556,4.918946,5.498981,40.932470,-1.158620,2.369694,0.073857,6.077566,3.129287,40.858613,41.426507,116.1009
1403636633.513556,4.923162,5.493297,40.961291,-1.181432,2.386569,0.064813,6.104594,3.106728,40.896478,41.466128,116.1832
1403636633.563556,4.926419,5.485491,40.986257,-1.204766,2.403794,0.055279,6.131185,3.081697,40.930978,41.502207,116.2560
1403636633.613555,4.931804,5.475871,41.016682,-1.228564,2.421675,0.046008,6.160368,3.054196,40.970674,41.543645,116.2448
1403636633.663556,4.945541,5.471749,41.057211,-1.253287,2.440175,0.038061,6.198828,3.031574,41.019150,41.595512,116.3312
1403636633.713556,4.966381,5.473066,41.106510,-1.278519,2.459151,0.032145,6.244900,3.013915,41.074365,41.655562,116.0073
1403636633.763556,4.978493,5.465084,41.144027,-1.304240,2.478596,0.027621,6.282733,2.986488,41.116406,41.700728,127.5297
1403636633.813555,4.984072,5.465902,41.192462,-1.330933,2.498811,0.025257,6.315005,2.967091,41.167205,41.754302,127.6183
1403636633.863556,4.983598,5.474394,41.250820,-1.358096,2.519280,0.024595,6.341694,2.955114,41.226225,41.815684,127.5810
1403636633.913556,4.978080,5.490099,41.317527,-1.385701,2.540033,0.025222,6.363781,2.950066,41.292305,41.883828,127.4067
1403636633.963556,4.955869,5.495180,41.379352,-1.413818,2.561153,0.025730,6.369687,2.934027,41.353622,41.944051,150.7240
1403636634.013556,4.939650,5.492600,41.411298,-1.442133,2.582939,0.025135,6.381783,2.909661,41.386163,41.976276,151.1642
1403636634.063556,4.915709,5.487437,41.448729,-1.470639,2.605722,0.023515,6.386348,2.881715,41.425214,42.013546,151.2162
1403636634.113555,4.894597,5.479441,41.493029,-1.499279,2.629167,0.022345,6.393876,2.850274,41.470684,42.057381,151.1897
1403636634.163556,4.865948,5.469061,41.541192,-1.527753,2.653773,0.022662,6.393701,2.815288,41.518530,42.102181,151.3851
1403636634.213556,4.847484,5.459465,41.593759,-1.556537,2.679579,0.024912,6.404021,2.779886,41.568847,42.151018,106.9534
1403636634.263556,4.838780,5.449185,41.649798,-1.586032,2.706544,0.029370,6.424812,2.742641,41.620428,42.202610,108.1875
1403636634.313555,4.841326,5.442694,41.709037,-1.616169,2.734137,0.035383,6.457495,2.708557,41.673654,42.257886,108.1453
1403636634.363556,4.853144,5.439713,41.771103,-1.646529,2.762112,0.041368,6.499673,2.677601,41.729735,42.317680,108.0713
1403636634.413556,4.872516,5.439692,41.835824,-1.677041,2.790396,0.046264,6.549557,2.649296,41.789560,42.382577,107.9776
1403636634.463556,4.883092,5.443122,41.901567,-1.707431,2.818736,0.049218,6.590523,2.624386,41.852349,42.449281,159.4014
1403636634.513556,4.890247,5.454677,41.968176,-1.737691,2.846796,0.050524,6.627938,2.607881,41.917652,42.518468,159.4584
1403636634.563556,4.893978,5.473883,42.035489,-1.767665,2.874718,0.050177,6.661643,2.599165,41.985312,42.589900,159.5029
1403636634.613555,4.891036,5.497953,42.103612,-1.797279,2.901975,0.048152,6.688315,2.595978,42.055460,42.663033,159.4748
1403636634.663556,4.885928,5.528131,42.172167,-1.826687,2.928445,0.044717,6.712615,2.599686,42.127450,42.738035,159.4062
1403636634.713556,4.884439,5.558247,42.242917,-1.855632,2.954480,0.041156,6.740071,2.603767,42.201761,42.815848,159.3090
1403636634.763556,4.880636,5.571326,42.310070,-1.884105,2.979754,0.037966,6.764741,2.591572,42.272104,42.888328,159.3503
1403636634.813555,4.875109,5.576935,42.375001,-1.912255,3.004396,0.035925,6.787364,2.572539,42.339076,42.956764,159.4049
1403636634.863556,4.867725,5.586936,42.441301,-1.940131,3.028626,0.035226,6.807856,2.558310,42.406075,43.025191,139.7326
1403636634.913556,4.855009,5.590517,42.509249,-1.967891,3.052219,0.036255,6.822900,2.538298,42.472994,43.092344,139.7094
1403636634.963556,4.832529,5.592211,42.577605,-1.995659,3.075387,0.038799,6.828188,2.516824,42.538806,43.156790,139.7214
1403636635.013556,4.804781,5.597363,42.645941,-2.023776,3.098182,0.043326,6.828557,2.499181,42.602615,43.218722,76.3769
1403636635.063556,4.798191,5.593399,42.685360,-2.051873,3.120423,0.047281,6.850064,2.472976,42.638079,43.255575,76.8671
1403636635.113555,4.790607,5.591035,42.730943,-2.080121,3.142367,0.049928,6.870728,2.448668,42.681015,43.299792,76.8512
1403636635.163556,4.781793,5.590548,42.781217,-2.108291,3.163910,0.050929,6.890084,2.426638,42.730288,43.350194,85.9661
1403636635.213556,4.774008,5.597180,42.834731,-2.136614,3.185252,0.050282,6.910622,2.411928,42.784449,43.406027,150.5520
1403636635.263556,4.762438,5.611882,42.889705,-2.165505,3.206304,0.048366,6.927943,2.405578,42.841339,43.464509,150.5398
1403636635.313555,4.741427,5.630683,42.942561,-2.194661,3.227015,0.045232,6.936088,2.403668,42.897329,43.520889,150.5835
1403636635.363556,4.723413,5.647499,42.967905,-2.224532,3.247653,0.041837,6.947945,2.399846,42.926068,43.550896,150.4278
1403636635.413556,4.706663,5.664774,43.000498,-2.254467,3.268450,0.039710,6.961130,2.396324,42.960788,43.587028,150.4582
1403636635.463556,4.690646,5.685981,43.040053,-2.285392,3.289692,0.038782,6.976038,2.396289,43.001271,43.629309,150.4722
1403636635.513556,4.672993,5.711480,43.083689,-2.317509,3.311301,0.039970,6.990502,2.400179,43.043719,43.673673,150.4803
1403636635.563556,4.663017,5.728000,43.106036,-2.348837,3.332931,0.043323,7.011854,2.395069,43.062713,43.695534,150.3623
1403636635.613555,4.650495,5.748005,43.134698,-2.379190,3.354718,0.047366,7.029685,2.393287,43.087332,43.722563,125.6638
1403636635.663556,4.630893,5.766330,43.170224,-2.409895,3.377236,0.052671,7.040788,2.389094,43.117553,43.753900,125.6230
1403636635.713556,4.603216,5.780821,43.212570,-2.441303,3.400365,0.059343,7.044519,2.380456,43.153227,43.789186,125.5749
1403636635.763556,4.567422,5.792060,43.261125,-2.474020,3.424397,0.068479,7.041442,2.367663,43.192646,43.826846,125.4983
1403636635.813555,4.525116,5.799869,43.314923,-2.506430,3.448821,0.079642,7.031546,2.351048,43.235281,43.866383,125.5402
1403636635.863556,4.476581,5.804854,43.373753,-2.539160,3.474422,0.092913,7.015741,2.330432,43.280840,43.907661,125.5187
1403636635.913556,4.428969,5.816555,43.437702,-2.570617,3.500744,0.107005,6.999586,2.315811,43.330697,43.953458,45.1028
1403636635.963556,4.385098,5.820653,43.513432,-2.602144,3.528483,0.121789,6.987242,2.292170,43.391643,44.010342,45.0208
1403636636.013556,4.345163,5.818169,43.599027,-2.633155,3.557014,0.136353,6.978318,2.261155,43.462674,44.077361,44.6904
1403636636.063556,4.308281,5.810269,43.692954,-2.664296,3.586618,0.149807,6.972577,2.223651,43.543147,44.153902,44.3705
1403636636.113555,4.274557,5.796978,43.794845,-2.695689,3.616883,0.162258,6.970246,2.180095,43.632587,44.239572,44.1717
1403636636.163556,4.243291,5.778387,43.904457,-2.727704,3.647793,0.175555,6.970995,2.130594,43.728902,44.332280,44.0370
1403636636.213556,4.214585,5.754969,44.020727,-2.759931,3.679134,0.190644,6.974516,2.075835,43.830083,44.430048,43.8544
1403636636.263556,4.188240,5.726708,44.143406,-2.792377,3.710667,0.207750,6.980617,2.016041,43.935656,44.532407,43.6312
1403636636.313555,4.163578,5.694428,44.271814,-2.824773,3.741995,0.226278,6.988351,1.952433,44.045536,44.639201,43.4887
1403636636.363556,4.140930,5.658794,44.404810,-2.857089,3.773145,0.245742,6.998019,1.885649,44.159068,44.749874,43.3464
1403636636.413556,4.120190,5.620484,44.541429,-2.888932,3.803792,0.264585,7.009122,1.816692,44.276844,44.864987,43.2169
1403636636.463556,4.101487,5.580158,44.680946,-2.919907,3.833871,0.281580,7.021394,1.746287,44.399366,44.985033,43.1597
1403636636.513556,4.084203,5.537798,44.822964,-2.949813,3.863328,0.295987,7.034016,1.674470,44.526977,45.110230,43.0304
1403636636.563556,4.068376,5.493409,44.967069,-2.978439,3.891901,0.308210,7.046815,1.601508,44.658859,45.239763,42.8833
1403636636.613555,4.054008,5.447310,45.113383,-3.006159,3.919645,0.318830,7.060167,1.527665,44.794553,45.373249,42.7828
